city_id,country_id,country_code,country_state_id,state_code,city_country_code,city_state_code,default_name,translations
"55","2","SA","55","","SA","","Ash Sharqiyah (Eastern)","ar:الشرقية | en:Ash Sharqiyah (Eastern)"
"56","2","SA","56","","SA","","Ha'il","ar:حائل | en:Ha'il"
"57","2","SA","57","","SA","","Jizan","ar:جيزان | en:Jizan"
"58","2","SA","58","","SA","","Makkah","ar:مكة المكرمة | en:Makkah"
"59","2","SA","59","","SA","","Najran","ar:نجران | en:Najran"
"60","2","SA","60","","SA","","Tabuk","ar:تبوك | en:Tabuk"
"61","4","AE","61","","AE","","Abū Z̧aby","ar:أبو ظبي | en:Abu Dhabi"
"62","4","AE","62","","AE","","Al Fujayrah","ar:الفجيرة | en:Al Fujayrah"
"63","4","AE","63","","AE","","Ash Shāriqah","ar:الشرقية | en:Ash Shariqah"
"64","4","AE","64","","AE","","Dubai","ar:دبي | en:Dubai"
"65","4","AE","65","","AE","","Ra’s al Khaymah","ar:راس الخيمة | en:Ras al Khaymah"
"66","4","AE","66","","AE","","Umm al Qaywayn","ar:أم القيوين | en:Umm al Qaywayn"
"67","4","AE","67","","AE","","‘Ajmān","ar:عجمان | en:Ajman"
"68","6","OM","68","","OM","","Ad Dakhiliyah","ar:الداخلية | en:Ad Dakhiliyah"
"69","6","OM","69","","OM","","Al Batinah","ar:الباطنة | en:Al Batinah"
"70","6","OM","70","","OM","","Al Wusta","ar:الوسطى | en:Al Wusta"
"71","6","OM","71","","OM","","Ash Sharqiyah","ar:الشرقية | en:Ash Sharqiyah"
"72","6","OM","72","","OM","","Az Zahirah","ar:الزاهرة | en:Az Zahirah"
"73","6","OM","73","","OM","","Masqat","ar:مسقط | en:Masqat"
"74","6","OM","74","","OM","","Musandam","ar:مسندم | en:Musandam"
"75","3","QA","75","","QA","","Um Sa'id","ar:أم سعيد | en:Um Sa'id"
"76","3","QA","76","","QA","","Um Salal","ar:أم صلال | en:Um Salal"
"77","3","QA","77","","QA","","Al Jumayliyah","ar:الجميلية | en:Al Jumayliyah"
"78","3","QA","78","","QA","","Al Khawr","ar:الخور | en:Al Khawr"
"79","3","QA","79","","QA","","Doha","ar:الدوحة | en:Doha"
"80","3","QA","80","","QA","","Ar Rayyan","ar:الريان | en:Ar Rayyan"
"81","3","QA","81","","QA","","Ash Shamal","ar:الشمال | en:Ash Shamal"
"82","3","QA","82","","QA","","Al Ghuwariyah","ar:الغويرية | en:Al Ghuwariyah"
"83","3","QA","83","","QA","","Al Wakrah","ar:الوكرة | en:Al Wakrah"
"84","3","QA","84","","QA","","Jariyan Al Batnah","ar:جريان الباطنة | en:Jariyan Al Batnah"
"85","3","QA","85","","QA","","Other Area","ar:مناطق أخرى | en:Other Area"
"1979","1","KW","97","KW-JA","KW","KW-JA","","ar:المطلاع | en:Al Mutlaa"
"1980","1","KW","97","KW-JA","KW","KW-JA","","ar:النعايم | en:Al Naayem"
"1981","1","KW","97","KW-JA","KW","KW-JA","","ar:الشقاية | en:Al Sheqaya"
"1982","1","KW","97","KW-JA","KW","KW-JA","","ar:صناعية أمغرة | en:Amghara Industrial"
"1983","1","KW","97","KW-JA","KW","KW-JA","","ar:بر الجهراء | en:Bar Al-Jahra Governorate"
"1984","1","KW","97","KW-JA","KW","KW-JA","","ar:بحيث | en:Bhaith"
"1985","1","KW","97","KW-JA","KW","KW-JA","","ar:جزيرة بوبيان | en:Bubyan Island"
"1986","1","KW","97","KW-JA","KW","KW-JA","","ar:الجهراء | en:Jahra"
"1987","1","KW","97","KW-JA","KW","KW-JA","","ar:مخيمات الجهراء | en:Jahra Camps"
"1988","1","KW","97","KW-JA","KW","KW-JA","","ar:صناعية الجهراء ١ | en:Jahra Industrial Herafiya 1"
"1989","1","KW","97","KW-JA","KW","KW-JA","","ar:جواخير الجهراء | en:Jawakher Al Jahra"
"1990","1","KW","97","KW-JA","KW","KW-JA","","ar:كبد | en:Kabd"
"1991","1","KW","97","KW-JA","KW","KW-JA","","ar:القيروان | en:Qaerawan"
"1992","1","KW","97","KW-JA","KW","KW-JA","","ar:كاظمة | en:Kazima"
"1993","1","KW","97","KW-JA","KW","KW-JA","","ar:النعيم | en:Naeem"
"1994","1","KW","97","KW-JA","KW","KW-JA","","ar:النهضة | en:Nahda"
"1995","1","KW","97","KW-JA","KW","KW-JA","","ar:النسيم | en:Nasseem"
"1996","1","KW","97","KW-JA","KW","KW-JA","","ar:شمال غرب الجهراء | en:North West Jahra"
"1997","1","KW","97","KW-JA","KW","KW-JA","","ar:العيون | en:Oyoun"
"1998","1","KW","97","KW-JA","KW","KW-JA","","ar:القـصـر | en:Qasr"
"1999","1","KW","97","KW-JA","KW","KW-JA","","ar:الروضتين | en:Rawdatain"
"2000","1","KW","97","KW-JA","KW","KW-JA","","ar:سعد العبد الله | en:Saad Al-Abdulla"
"2001","1","KW","97","KW-JA","KW","KW-JA","","ar:السالمي | en:Salmy"
"2002","1","KW","97","KW-JA","KW","KW-JA","","ar:شالهيات كاظمة | en:Shalehat Kazima"
"2003","1","KW","97","KW-JA","KW","KW-JA","","ar:شالهيات الصبية | en:Shalehat Subiya"
"2004","1","KW","97","KW-JA","KW","KW-JA","","ar:جنوب المطلاع | en:South Al Mutlaa"
"2005","1","KW","97","KW-JA","KW","KW-JA","","ar:جنوب المطلاع ١ | en:South Al Mutlaa 1"
"2006","1","KW","97","KW-JA","KW","KW-JA","","ar:جنوب المطلاع ١٠ | en:South Al Mutlaa 10"
"2007","1","KW","97","KW-JA","KW","KW-JA","","ar:جنوب المطلاع ١١ | en:South Al Mutlaa 11"
"2008","1","KW","97","KW-JA","KW","KW-JA","","ar:جنوب المطلاع ١٢ | en:South Al Mutlaa 12"
"2009","1","KW","97","KW-JA","KW","KW-JA","","ar:جنوب المطلاع ٢ | en:South Al Mutlaa 2"
"2010","1","KW","97","KW-JA","KW","KW-JA","","ar:جنوب المطلاع ٣ | en:South Al Mutlaa 3"
"2011","1","KW","97","KW-JA","KW","KW-JA","","ar:جنوب المطلاع ٤ | en:South Al Mutlaa 4"
"2012","1","KW","97","KW-JA","KW","KW-JA","","ar:جنوب المطلاع ٥ | en:South Al Mutlaa 5"
"2013","1","KW","97","KW-JA","KW","KW-JA","","ar:جنوب المطلاع ٦ | en:South Al Mutlaa 6"
"2014","1","KW","97","KW-JA","KW","KW-JA","","ar:جنوب المطلاع ٧ | en:South Al Mutlaa 7"
"2015","1","KW","97","KW-JA","KW","KW-JA","","ar:جنوب المطلاع ٨ | en:South Al Mutlaa 8"
"2016","1","KW","97","KW-JA","KW","KW-JA","","ar:جنوب المطلاع ٩ | en:South Al Mutlaa 9"
"2017","1","KW","97","KW-JA","KW","KW-JA","","ar:جنوب أمغرة | en:South Amghara"
"2018","1","KW","97","KW-JA","KW","KW-JA","","ar:الصبية | en:Subiya"
"2019","1","KW","97","KW-JA","KW","KW-JA","","ar:الصليبية | en:Sulaibiya"
"2020","1","KW","97","KW-JA","KW","KW-JA","","ar:مزارع الصليبية | en:Sulaibiya Agricultural"
"2021","1","KW","97","KW-JA","KW","KW-JA","","ar:صناعية الصليبية ١ | en:Sulaibiya Industrial 1"
"2022","1","KW","97","KW-JA","KW","KW-JA","","ar:صناعية الصليبية ٢ | en:Sulaibiya Industrial 2"
"2023","1","KW","98","KW-CG","KW","KW-CG","","ar:السرة | en:Surra"
"2024","1","KW","97","KW-JA","KW","KW-JA","","ar:تيماء | en:Taima"
"2025","1","KW","97","KW-JA","KW","KW-JA","","ar:أم العيش | en:Umm Al-Aish"
"2026","1","KW","97","KW-JA","KW","KW-JA","","ar:الواحة | en:Waha"
"2027","1","KW","97","KW-JA","KW","KW-JA","","ar:جزيرة وربة | en:Warba Island"
"2028","1","KW","98","KW-CG","KW","KW-CG","","ar:عبد الله السالم | en:Abdulla Al-Salem"
"2029","1","KW","98","KW-CG","KW","KW-CG","","ar:العديلية | en:Adailiya"
"2030","1","KW","98","KW-CG","KW","KW-CG","","ar:حدائق السور | en:Al Sour Gardens"
"2031","1","KW","98","KW-CG","KW","KW-CG","","ar:جزيرة عوهة | en:Auha Island"
"2032","1","KW","98","KW-CG","KW","KW-CG","","ar:بنيد القار | en:Bnaid Al-Qar"
"2033","1","KW","98","KW-CG","KW","KW-CG","","ar:الدعية | en:Daiya"
"2034","1","KW","98","KW-CG","KW","KW-CG","","ar:الدسمة | en:Dasma"
"2035","1","KW","98","KW-CG","KW","KW-CG","","ar:دسمان | en:Dasman"
"2036","1","KW","98","KW-CG","KW","KW-CG","","ar:الفيحاء | en:Faiha"
"2037","1","KW","98","KW-CG","KW","KW-CG","","ar:جزيرة فيلكا | en:Failaka Island"
"2038","1","KW","98","KW-CG","KW","KW-CG","","ar:غرناطة | en:Ghornata"
"2039","1","KW","98","KW-CG","KW","KW-CG","","ar:المنطقة الصحية | en:Health Area"
"2040","1","KW","98","KW-CG","KW","KW-CG","","ar:جابر الأحمد | en:Jaber Al-Ahmad"
"2041","1","KW","98","KW-CG","KW","KW-CG","","ar:الخالدية | en:Khaldiya"
"2042","1","KW","98","KW-CG","KW","KW-CG","","ar:كيفان | en:Kifan"
"2043","1","KW","98","KW-CG","KW","KW-CG","","ar:جزيرة كبر | en:Kubbar Island"
"2044","1","KW","98","KW-CG","KW","KW-CG","","ar:المنصورية | en:Mansouriya"
"2045","1","KW","98","KW-CG","KW","KW-CG","","ar:ميناء الدوحة | en:Mina Doha"
"2046","1","KW","98","KW-CG","KW","KW-CG","","ar:المرقاب | en:Mirqab"
"2047","1","KW","98","KW-CG","KW","KW-CG","","ar:جزيرة مشعان | en:Mischan Island"
"2048","1","KW","98","KW-CG","KW","KW-CG","","ar:مخيمات المباركية | en:Mubarakiya Camps"
"2049","1","KW","98","KW-CG","KW","KW-CG","","ar:شمال غرب الصليبخات | en:Northwest Sulaibikhat"
"2050","1","KW","98","KW-CG","KW","KW-CG","","ar:النزهة | en:Nuzha"
"2051","1","KW","98","KW-CG","KW","KW-CG","","ar:القادسية | en:Qadsiya"
"2052","1","KW","98","KW-CG","KW","KW-CG","","ar:جزيرة قاروه | en:Qaruh Island"
"2053","1","KW","98","KW-CG","KW","KW-CG","","ar:القبلة | en:Qibla"
"2054","1","KW","98","KW-CG","KW","KW-CG","","ar:قرطبة | en:Qortuba"
"2055","1","KW","98","KW-CG","KW","KW-CG","","ar:الروضة | en:Rawda"
"2056","1","KW","98","KW-CG","KW","KW-CG","","ar:شاليهات الدوحة | en:Shalehat Doha"
"2057","1","KW","98","KW-CG","KW","KW-CG","","ar:الشامية | en:Shamiya"
"2058","1","KW","98","KW-CG","KW","KW-CG","","ar:شرق | en:Sharq"
"2059","1","KW","98","KW-CG","KW","KW-CG","","ar:الشويخ السكنية | en:Shuwaikh"
"2060","1","KW","98","KW-CG","KW","KW-CG","","ar:صناعية الشويخ ١ | en:Shuwaikh Industrial-1"
"2061","1","KW","98","KW-CG","KW","KW-CG","","ar:صناعية الشويخ ٢ | en:Shuwaikh Industrial-2"
"2062","1","KW","98","KW-CG","KW","KW-CG","","ar:صناعية الشويخ ٣ | en:Shuwaikh Industrial-3"
"2063","1","KW","98","KW-CG","KW","KW-CG","","ar:الصليبخات | en:Sulaibikhat"
"2064","1","KW","98","KW-CG","KW","KW-CG","","ar:مقبرة الصليبخات | en:Sulaibikhat Cemetery"
"2065","1","KW","98","KW-CG","KW","KW-CG","","ar:الواجهة البحرية | en:The Sea Front"
"2066","1","KW","98","KW-CG","KW","KW-CG","","ar:جزيرة المرادم | en:Umm Al-Maradim Island"
"2067","1","KW","98","KW-CG","KW","KW-CG","","ar:اليرموك | en:Yarmouk"
"2068","1","KW","99","KW-FA","KW","KW-FA","","ar:عبد الله المبارك | en:Abdullah Mubarak Al-Sabah"
"2069","1","KW","99","KW-FA","KW","KW-FA","","ar:الأندلس | en:Andalus"
"2070","1","KW","99","KW-FA","KW","KW-FA","","ar:العارضية | en:Ardhiya"
"2071","1","KW","99","KW-FA","KW","KW-FA","","ar:العارضية ٤ | en:Ardhiya 4"
"2072","1","KW","99","KW-FA","KW","KW-FA","","ar:العارضية ٦ | en:Ardhiya 6"
"2073","1","KW","99","KW-FA","KW","KW-FA","","ar:العارضية الحرفية | en:Ardhiya Herafiya"
"2074","1","KW","99","KW-FA","KW","KW-FA","","ar:اشبيلية | en:Ashbeliah"
"2075","1","KW","99","KW-FA","KW","KW-FA","","ar:الضجيج | en:Dajeej"
"2076","1","KW","99","KW-FA","KW","KW-FA","","ar:الفروانية | en:Farwaniya"
"2077","1","KW","99","KW-FA","KW","KW-FA","","ar:الفردوس | en:Ferdous"
"2078","1","KW","99","KW-FA","KW","KW-FA","","ar:المطار | en:International Airport"
"2079","1","KW","99","KW-FA","KW","KW-FA","","ar:جليب الشيوخ | en:Jleeb Al-Shiyoukh"
"2080","1","KW","99","KW-FA","KW","KW-FA","","ar:خيطان | en:Khaitan"
"2081","1","KW","99","KW-FA","KW","KW-FA","","ar:العمرية | en:Omariya"
"2082","1","KW","99","KW-FA","KW","KW-FA","","ar:الرابية | en:Rabiya"
"2083","1","KW","99","KW-FA","KW","KW-FA","","ar:الري | en:Rai"
"2084","1","KW","99","KW-FA","KW","KW-FA","","ar:الرحاب | en:Rehab"
"2085","1","KW","99","KW-FA","KW","KW-FA","","ar:الرقعي | en:Riggai"
"2086","1","KW","99","KW-FA","KW","KW-FA","","ar:صباح الناصر | en:Sabah Al-Nasser"
"2087","1","KW","99","KW-FA","KW","KW-FA","","ar:صباح السالم الجامعية | en:Sabah Al-Salem University City"
"2088","1","KW","99","KW-FA","KW","KW-FA","","ar:معارض جنوب خيطان | en:South Khitan Shows"
"2089","1","KW","99","KW-FA","KW","KW-FA","","ar:غرب عبد الله المبارك | en:West Abdullah Al-Mubarak"
"2090","1","KW","100","KW-MAK","KW","KW-MAK","","ar:أبو فطيرة | en:Abu Ftaira"
"2091","1","KW","100","KW-MAK","KW","KW-MAK","","ar:أبو الحصانية | en:Abu Hassaniah"
"2092","1","KW","100","KW-MAK","KW","KW-MAK","","ar:المسايل | en:Al Masayel"
"2093","1","KW","100","KW-MAK","KW","KW-MAK","","ar:العدان | en:Al-Adan"
"2094","1","KW","100","KW-MAK","KW","KW-MAK","","ar:الفنيطيس | en:Al-Fnaitees"
"2095","1","KW","100","KW-MAK","KW","KW-MAK","","ar:القرين | en:Al-Qurain"
"2096","1","KW","100","KW-MAK","KW","KW-MAK","","ar:القصور | en:Al-Qusour"
"2097","1","KW","100","KW-MAK","KW","KW-MAK","","ar:المسيلة | en:Messila"
"2098","1","KW","100","KW-MAK","KW","KW-MAK","","ar:مبارك الكبير | en:Mubarak Al-Kabeer"
"2099","1","KW","100","KW-MAK","KW","KW-MAK","","ar:صباح السالم | en:Sabah Al-Salem"
"2100","1","KW","100","KW-MAK","KW","KW-MAK","","ar:صناعية صبحان | en:Subhan Industrial"
"2101","1","KW","100","KW-MAK","KW","KW-MAK","","ar:غرب أبو فطيرة الحرفية | en:West Abu Ftirah Hirafyia"
"2102","1","KW","100","KW-MAK","KW","KW-MAK","","ar:الوسطى | en:Wista"
"2103","1","KW","101","KW-AH","KW","KW-AH","","ar:أبو حليفة | en:Abu Halifa"
"2104","1","KW","101","KW-AH","KW","KW-AH","","ar:صناعية الشدادية | en:Al Shadadyia Industrial"
"2105","1","KW","101","KW-AH","KW","KW-AH","","ar:الفنطاس | en:Al-Fintas"
"2106","1","KW","101","KW-AH","KW","KW-AH","","ar:النويصيب | en:Al-Nuwaiseeb"
"2107","1","KW","101","KW-AH","KW","KW-AH","","ar:علي صباح السالم - أم الهيمان | en:Ali Subah Al-Salem - Um Al Himan"
"2108","1","KW","101","KW-AH","KW","KW-AH","","ar:الظهر | en:Dhaher"
"2109","1","KW","101","KW-AH","KW","KW-AH","","ar:شرق الأحمدي | en:East Ahmadi"
"2110","1","KW","101","KW-AH","KW","KW-AH","","ar:العقيلة | en:Egaila"
"2111","1","KW","101","KW-AH","KW","KW-AH","","ar:فهد الأحمد | en:Fahad Al-Ahmad"
"2112","1","KW","101","KW-AH","KW","KW-AH","","ar:الفحيحيل | en:Fahaheel"
"2113","1","KW","101","KW-AH","KW","KW-AH","","ar:هدية | en:Hadiya"
"2114","1","KW","101","KW-AH","KW","KW-AH","","ar:جابر العلي | en:Jaber Al-Ali"
"2115","1","KW","101","KW-AH","KW","KW-AH","","ar:جواخير الجنوبية | en:Janobyia Aljawakheer"
"2116","1","KW","101","KW-AH","KW","KW-AH","","ar:الخيران | en:Khiran City"
"2117","1","KW","101","KW-AH","KW","KW-AH","","ar:الموقع | en:Magwa"
"2118","1","KW","101","KW-AH","KW","KW-AH","","ar:المهبولة | en:Mahboula"
"2119","1","KW","101","KW-AH","KW","KW-AH","","ar:المنقف | en:Mangaf"
"2120","1","KW","101","KW-AH","KW","KW-AH","","ar:وسط الأحمدي | en:Middle of Ahmadi"
"2121","1","KW","101","KW-AH","KW","KW-AH","","ar:ميناء عبد الله | en:Mina Abdulla"
"2122","1","KW","101","KW-AH","KW","KW-AH","","ar:ميناء عبد الله - المصفاة | en:Mina Abdullah Refinery"
"2123","1","KW","101","KW-AH","KW","KW-AH","","ar:ميناء الأحمدي - المصفاة | en:Mina Al-Ahmadi Refinery"
"2124","1","KW","101","KW-AH","KW","KW-AH","","ar:الوفرة الجديدة | en:New Wafra"
"2125","1","KW","101","KW-AH","KW","KW-AH","","ar:شمال الأحمدي | en:North Ahmadi"
"2126","1","KW","101","KW-AH","KW","KW-AH","","ar:رجيم خشمان | en:Rajim Khashman"
"2127","1","KW","101","KW-AH","KW","KW-AH","","ar:الرقة | en:Riqqa"
"2128","1","KW","101","KW-AH","KW","KW-AH","","ar:صباح الأحمد  ١ | en:Sabah Al-Ahmad 1"
"2129","1","KW","101","KW-AH","KW","KW-AH","","ar:صباح الأحمد  ٢ | en:Sabah Al-Ahmad 2"
"2130","1","KW","101","KW-AH","KW","KW-AH","","ar:صباح الأحمد  ٣ | en:Sabah Al-Ahmad 3"
"2131","1","KW","101","KW-AH","KW","KW-AH","","ar:صباح الأحمد  ٤ | en:Sabah Al-Ahmad 4"
"2132","1","KW","101","KW-AH","KW","KW-AH","","ar:صباح الأحمد  ٥ | en:Sabah Al-Ahmad 5"
"2133","1","KW","101","KW-AH","KW","KW-AH","","ar:صباح الأحمد  ٦ | en:Sabah Al-Ahmad 6"
"2134","1","KW","101","KW-AH","KW","KW-AH","","ar:صباح الأحمد البحرية | en:Sabah Al-Ahmad Al-marine"
"2135","1","KW","101","KW-AH","KW","KW-AH","","ar:صباح الأحمد الاستثمارية | en:Sabah Al-Ahmad Investment"
"2136","1","KW","101","KW-AH","KW","KW-AH","","ar:صباح الأحمد - خدمات | en:Sabah Al-Ahmad Services"
"2137","1","KW","101","KW-AH","KW","KW-AH","","ar:الصباحية | en:Sabahiya"
"2138","1","KW","101","KW-AH","KW","KW-AH","","ar:شاليهات الخيران | en:Shalehat Al-Khiran"
"2139","1","KW","101","KW-AH","KW","KW-AH","","ar:شاليهات نويصيب | en:Shalehat Al-Nuwaiseeb"
"2140","1","KW","101","KW-AH","KW","KW-AH","","ar:شاليهات بنيدر | en:Shalehat Bneder"
"2141","1","KW","101","KW-AH","KW","KW-AH","","ar:شاليهات الضباعية | en:Shalehat Dba'ayeh"
"2142","1","KW","101","KW-AH","KW","KW-AH","","ar:شاليهات الجليعة | en:Shalehat Jlea'a"
"2143","1","KW","101","KW-AH","KW","KW-AH","","ar:شاليهات ميناء عبد الله | en:Shalehat Mina Abdullah"
"2144","1","KW","101","KW-AH","KW","KW-AH","","ar:شاليهات الزور | en:Shalehat Zoor"
"2145","1","KW","101","KW-AH","KW","KW-AH","","ar:صناعية الشعيبة الغربية | en:Shuaiba Industrial Western"
"2146","1","KW","101","KW-AH","KW","KW-AH","","ar:صناعية الشعيبة الشرقية | en:Shuaiba Industrial esterly"
"2147","1","KW","99","KW-FA","KW","KW-FA","","ar:جنوب عبد الله المبارك | en:South Abdullah Al-Mubarak"
"2148","1","KW","101","KW-AH","KW","KW-AH","","ar:جنوب الأحمدي | en:South Ahmadi"
"2149","1","KW","101","KW-AH","KW","KW-AH","","ar:جنوب الصباحية | en:South-Sabahiya"
"2150","1","KW","101","KW-AH","KW","KW-AH","","ar:صناعية الصليبية ٣ | en:Sulaibyia Industrial 3"
"2151","1","KW","101","KW-AH","KW","KW-AH","","ar:الوفرة | en:Wafra"
"2152","1","KW","101","KW-AH","KW","KW-AH","","ar:مزارع الوفرة | en:Wafra Farms"
"2153","1","KW","101","KW-AH","KW","KW-AH","","ar:الزور | en:Zoor"
"2154","1","KW","101","KW-AH","KW","KW-AH","","ar:مزارع كبد | en:kabd Agricultural"
"2155","1","KW","102","KW-HAI","KW","KW-HAI","","ar:البدع | en:Al Bida'a"
"2156","1","KW","102","KW-HAI","KW","KW-HAI","","ar:أنجفة | en:Anjafa"
"2157","1","KW","102","KW-HAI","KW","KW-HAI","","ar:بيان | en:Bayan"
"2158","1","KW","102","KW-HAI","KW","KW-HAI","","ar:حولي | en:Hawalli"
"2159","1","KW","102","KW-HAI","KW","KW-HAI","","ar:حطين | en:Hitteen"
"2160","1","KW","102","KW-HAI","KW","KW-HAI","","ar:الجابرية | en:Jabriya"
"2161","1","KW","102","KW-HAI","KW","KW-HAI","","ar:منطقة الوزارات | en:Ministries Area"
"2162","1","KW","102","KW-HAI","KW","KW-HAI","","ar:مشرف | en:Mishrif"
"2163","1","KW","102","KW-HAI","KW","KW-HAI","","ar:مبارك العبد الله - غرب مشرف | en:Mubarak Al-Abdullah - West Mishrif"
"2164","1","KW","102","KW-HAI","KW","KW-HAI","","ar:المباركية | en:Mubarakyia"
"2165","1","KW","102","KW-HAI","KW","KW-HAI","","ar:الرميثية | en:Rumaithiya"
"2166","1","KW","102","KW-HAI","KW","KW-HAI","","ar:السلام | en:Salam"
"2167","1","KW","102","KW-HAI","KW","KW-HAI","","ar:السالمية | en:Salmiya"
"2168","1","KW","102","KW-HAI","KW","KW-HAI","","ar:سلوى | en:Salwa"
"2169","1","KW","102","KW-HAI","KW","KW-HAI","","ar:الشعب | en:Shaab"
"2170","1","KW","102","KW-HAI","KW","KW-HAI","","ar:الشهداء | en:Shuhada"
"2171","1","KW","102","KW-HAI","KW","KW-HAI","","ar:الزهراء | en:Zahra"
"2172","2","SA","103","MAK","SA","MAK","","ar:مكة المكرمة | en:Makkah"
"2173","2","SA","104","'AS","SA","'AS","","ar:عسير | en:'Asir"
"2174","2","SA","105","الر","SA","الر","","ar:الرياض | en:الرياض"
"2175","4","AE","106","AZ","AE","AZ","","ar:أبو ظبي | en:Abu Dhabi"
"2176","4","AE","107","AJ","AE","AJ","","ar:عجمان | en:Ajman"
"2177","4","AE","108","DU","AE","DU","","ar:دبي | en:Dubai"
"2178","4","AE","109","FU","AE","FU","","ar:الفجيرة | en:Fujairah"
"2179","4","AE","110","RK","AE","RK","","ar:راس الخيمة | en:Ras al-Khaimah"
"2180","4","AE","111","SH","AE","SH","","ar:الشارقة | en:Sharjah"
"2181","4","AE","112","UQ","AE","UQ","","ar:أم القيوين | en:Umm al-Quwain"
